Bt.11581.1.S1_at,PF4,platelet factor 4,1,6.62367988487862,6.62367988487862,0.111587145010051,1.38889071173295e-05,1.31449672491346e-06,0.111587145010051,0.156125204905901,0.0147762576847522
Bt.4661.1.S1_at,CDK4,cyclin-dependent kinase 4,0,4.75518340760541,4.75518340760541,0.502747080474724,0.000215977421360133,5.9272351134676e-05,0.86760979941105,0.703409796423146,0.168088132372765
Bt.4213.1.S1_at,BTF3,basic transcription factor 3,0,4.75037790873988,4.75037790873988,0.502747080474724,0.000233293637639105,5.9812519303537e-05,0.624780883363519,0.703409796423146,0.168088132372765
Bt.20262.1.S1_at,MCM4,minichromosome maintenance complex component 4,0,-4.37037814111395,-4.37037814111395,0.502747080474724,0.000476147411672425,0.00014490558775615,0.956373489713911,0.703409796423146,0.263468918085602
Bt.5445.3.A1_at,TUBB6,tubulin// beta 6 class V,0,-4.75433830283836,-4.75433830283836,0.502747080474724,0.000480602659896447,5.93406756629333e-05,0.772257719762077,0.703409796423146,0.168088132372765
Bt.12370.1.S1_at,MLF2,myeloid leukemia factor 2,0,-4.21593264942544,-4.21593264942544,0.502747080474724,0.000663190277863527,0.000209002429643834,0.888040950955232,0.703409796423146,0.263468918085602
Bt.18692.1.S1_at,LOC104970671,targeting protein for Xklp2-like,0,-4.16633350626616,-4.16633350626616,0.502747080474724,0.000755512585461941,0.000236799968815093,0.867141069782948,0.703409796423146,0.263468918085602
Bt.19038.1.A1_at,KIAA2026,KIAA2026 ortholog,0,4.17295357394227,4.17295357394227,0.502747080474724,0.000831375732205648,0.000232919880933435,0.834936503676704,0.703409796423146,0.263468918085602
Bt.12409.1.S1_at,ATP6V1C1,ATPase// H+ transporting// lysosomal 42kDa// V1 subunit C1,0,-4.15982043968914,-4.15982043968914,0.502747080474724,0.000924268841566574,0.000240386657437419,0.825091087128366,0.703409796423146,0.263468918085602
Bt.17552.1.A1_at,BRD4,bromodomain containing 4,0,4.13349283050113,4.13349283050113,0.502747080474724,0.00111459615452541,0.000257820309486845,0.895495964311595,0.703409796423146,0.263468918085602
Bt.24552.1.S1_at,B4GAT1,beta-1//4-glucuronyltransferase 1,0,3.95738763428509,3.95738763428509,0.502747080474724,0.00119304649129083,0.00039760844120873,0.871386395584813,0.703409796423146,0.28079953485781
Bt.17867.1.S1_at,DNASE1L3,deoxyribonuclease I-like 3,0,-3.99418315025981,-3.99418315025981,0.502747080474724,0.00131547127891198,0.000361423593234655,0.880736950217842,0.703409796423146,0.28079953485781
Bt.24527.1.S1_at,ATF7IP,activating transcription factor 7 interacting protein,0,4.04891236699453,4.04891236699453,0.502747080474724,0.00151098462500644,0.0003177295165806,0.933819170796975,0.703409796423146,0.274738268914041
Bt.6079.1.S1_a_at,ERCC1,excision repair cross-complementation group 1,0,3.91025931271746,3.91025931271746,0.502747080474724,0.00156276424142226,0.000449638966946053,0.896832880220564,0.703409796423146,0.28079953485781
Bt.13324.1.S1_a_at,IDH1,isocitrate dehydrogenase 1 (NADP+)// soluble,0,-3.80933652312991,-3.80933652312991,0.502747080474724,0.00160472333823972,0.000574307424326959,0.859518051984294,0.703409796423146,0.322789487842967
Bt.3114.1.A1_at,OSTC,oligosaccharyltransferase complex subunit (non-catalytic),0,-3.68683785666581,-3.68683785666581,0.502747080474724,0.00201379260629812,0.000769873707907487,1,0.703409796423146,0.331864217796895
Bt.2159.1.S1_at,TMEM45A,transmembrane protein 45A,0,-3.92421240346743,-3.92421240346743,0.502747080474724,0.00201951307782019,0.000434220697004717,0.954429471116383,0.703409796423146,0.28079953485781
Bt.15913.1.S1_at,CSNK1A1,casein kinase 1// alpha 1,0,3.68097634838662,3.68097634838662,0.502747080474724,0.00206390818411193,0.000781557700799129,0.921221278256941,0.703409796423146,0.331864217796895
Bt.14035.1.S1_at,PRKCB,protein kinase C// beta,0,-3.8681859813941,-3.8681859813941,0.502747080474724,0.00208319827011526,0.00049458498840671,0.880892876323976,0.703409796423146,0.292612097614728
Bt.3541.1.S1_at,RBMS1,RNA binding motif// single stranded interacting protein 1,0,3.72806416802443,3.72806416802443,0.502747080474724,0.00211330599525017,0.000695497899316444,0.848942902960144,0.703409796423146,0.331864217796895
Bt.15916.1.S1_at,CTCF,CCCTC-binding factor (zinc finger protein),0,3.64948617264559,3.64948617264559,0.502747080474724,0.00216677421475694,0.00084516760136355,0.828973135465655,0.703409796423146,0.331864217796895
Bt.10865.1.S1_at,CTSC,cathepsin C,0,3.69564444031222,3.69564444031222,0.502747080474724,0.00218417955263606,0.000755646532830556,0.797648860113708,0.703409796423146,0.331864217796895
